"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.72033570473504e-80,0.498666035675719,0.296,0.24,3.64298288834693e-76,"ZNF428"
4.15346957801908e-103,0.497706540622132,0.334,0.268,8.79538717841321e-99,"NDUFS6"
1.93217688949697e-152,0.496949358382978,0.414,0.331,4.09157778119879e-148,"DYNLRB1"
7.1112779974004e-152,0.496333806805833,0.457,0.369,1.50588422872951e-147,"CTSD"
5.91846509583206e-91,0.496136230059655,0.325,0.265,1.2532941686934e-86,"SNRPC"
4.67334122312865e-213,0.495481598352926,0.59,0.505,9.89626737409723e-209,"SEPT7"
0,0.495206223903332,0.92,0.851,0,"MYL12A"
2.93869798511648e-202,0.493426401094632,0.521,0.432,6.22298685328266e-198,"NDUFA3"
0,0.493350596058891,0.726,0.605,0,"CD99"
1.55518709599174e-275,0.492648376604105,0.431,0.31,3.29326419447212e-271,"LAMTOR1"
9.19134916372105e-68,0.492265867362688,0.254,0.203,1.94636009890957e-63,"GRSF1"
1.16143695356314e-129,0.4885341290804,0.424,0.349,2.4594588928653e-125,"P4HB"
5.27443961990932e-134,0.487734467135062,0.263,0.179,1.116915333912e-129,"FGR"
0,0.48771136238245,0.803,0.709,0,"ALDOA"
3.31879569742068e-128,0.487703816730692,0.27,0.192,7.02788176885802e-124,"CTDSP1"
1.49050662132237e-190,0.487648913539505,0.472,0.377,3.15629682131226e-186,"CSTB"
2.43483553455716e-105,0.487194076941745,0.328,0.259,5.15600772797824e-101,"RNH1"
2.23882568570765e-150,0.486236278016637,0.349,0.263,4.74093727205452e-146,"C7orf73"
5.22660757236137e-185,0.485069042642123,0.484,0.395,1.10678641952324e-180,"ATP5J"
0,0.484921144274193,0.696,0.6,0,"UBL5"
1.87539601104273e-192,0.484532087826786,0.525,0.438,3.97133859298408e-188,"POLR2L"
0,0.482706569216906,0.753,0.653,0,"COX6A1"
6.44330066785202e-100,0.482633033279007,0.352,0.285,1.36443334942434e-95,"DCXR"
0,0.482058426927205,0.899,0.767,0,"OAZ1"
6.72902110648682e-53,0.481180857257307,0.261,0.218,1.42493750950965e-48,"PBXIP1"
0,0.479636504047312,0.733,0.628,0,"TCEB2"
1.38040116332128e-74,0.479363380023422,0.297,0.242,2.92313750344915e-70,"KDELR1"
2.76901986452676e-193,0.478830988744522,0.512,0.417,5.86367646512186e-189,"EID1"
4.02722258482811e-143,0.474343787223186,0.305,0.208,8.52804654563201e-139,"CST3"
1.5334908978725e-70,0.473825920082629,0.282,0.229,3.2473203253348e-66,"MFNG"
2.66517729670114e-110,0.473531822983624,0.39,0.322,5.64377944349433e-106,"PA2G4"
0,0.473044143467249,0.792,0.706,0,"S100A10"
6.47843289589353e-102,0.47298215721246,0.279,0.209,1.37187295003441e-97,"CASP1"
7.42753561609867e-157,0.472036593758094,0.413,0.323,1.57285494206505e-152,"TXN"
1.22612334008013e-127,0.471469898885814,0.434,0.367,2.59643878495369e-123,"LAT"
2.63063349445643e-85,0.471358027559078,0.315,0.255,5.57062948786094e-81,"LAMTOR5"
4.11484672785623e-157,0.469223328791162,0.511,0.436,8.71359943090835e-153,"TMEM59"
2.00100089598145e-103,0.468897392738327,0.346,0.275,4.23731949733032e-99,"DSTN"
2.39499175155479e-80,0.468475972705039,0.289,0.231,5.07163453309241e-76,"DDX46"
0,0.468346081170694,0.89,0.795,0,"S100A6"
2.66734129201278e-176,0.468121076079555,0.514,0.431,5.64836191996626e-172,"LSM7"
1.53713078046172e-90,0.467186951541798,0.339,0.276,3.25502814070573e-86,"CASP4"
1.55307576040142e-76,0.466566793275122,0.308,0.252,3.28879323022605e-72,"CANX"
3.97040159391451e-151,0.466425626460489,0.461,0.382,8.40772241527336e-147,"ATP5C1"
4.35959688241004e-306,0.464986787473392,0.695,0.604,9.2318823581915e-302,"COX5B"
2.56518175581939e-137,0.464714531400172,0.448,0.371,5.43202888612313e-133,"HMGN3"
1.42604470498651e-113,0.463541412705762,0.423,0.355,3.01979226727944e-109,"APBB1IP"
4.44633745011011e-75,0.463258341824486,0.281,0.224,9.41556418435318e-71,"EIF2S2"
1.03633134432604e-92,0.462271831272276,0.574,0.524,2.19453525474481e-88,"PSAP"
9.79517113422683e-101,0.461875947383358,0.406,0.343,2.07422543938387e-96,"POLD4"
3.38290648995593e-57,0.461601440921821,0.399,0.368,7.16364278313067e-53,"CD3G"
3.42508281731704e-131,0.461274395700156,0.383,0.301,7.25295537395056e-127,"IQGAP1"
7.15895944010343e-176,0.457370093658658,0.416,0.315,1.5159812510363e-171,"CARD16"
3.64784853809916e-88,0.456856561515825,0.339,0.279,7.72468406427878e-84,"CHCHD10"
6.94317200888582e-155,0.456481430823792,0.528,0.459,1.47028610460166e-150,"ACTR3"
5.87956349715726e-75,0.456088126512518,0.654,0.692,1.24505636615802e-70,"IL32"
1.69425054475358e-202,0.455264745316582,0.378,0.254,3.58774495357019e-198,"HLA.DRA"
9.97253239931093e-109,0.454658838068164,0.392,0.326,2.11178346087808e-104,"MYEOV2"
3.21386807589675e-251,0.454085561959355,0.66,0.579,6.80568703751895e-247,"APRT"
1.51367854701774e-92,0.453613336015582,0.392,0.329,3.20536569116476e-88,"ITGA4"
4.11804961599966e-94,0.453263627017708,0.363,0.298,8.72038186684088e-90,"DOK2"
3.88384732270007e-77,0.451678511065345,0.359,0.307,8.22443509054966e-73,"TMEM230"
4.99359382369451e-59,0.451426460369169,0.277,0.228,1.05744342810555e-54,"STAT1"
2.68971649761079e-160,0.451350384287901,0.421,0.336,5.69574365534062e-156,"RBX1"
9.77820903618847e-64,0.4511277648171,0.281,0.232,2.07063354550327e-59,"CCNDBP1"
3.9233394439987e-82,0.449897683277665,0.324,0.266,8.30806360661165e-78,"NDUFS8"
1.67177497564551e-147,0.449871522246799,0.466,0.368,3.54015068842694e-143,"LGALS1"
1.36844242526075e-61,0.448430416829623,0.292,0.244,2.89781367973216e-57,"PSMD4"
7.03453414492894e-75,0.447811949301517,0.331,0.277,1.48963295053015e-70,"DCTN3"
4.4258630659696e-107,0.447701397146557,0.375,0.307,9.37220762849723e-103,"AURKAIP1"
3.05535108487991e-79,0.446065820450338,0.265,0.206,6.4700114573417e-75,"ARPC4"
0,0.445128088042611,0.83,0.753,0,"CIRBP"
1.79493604517596e-67,0.444885035139014,0.286,0.235,3.80095656926461e-63,"C18orf32"
7.30564585793006e-104,0.443575899520967,0.348,0.279,1.54704356687527e-99,"HNRNPUL1"
1.23332987973917e-107,0.442349478140076,0.347,0.274,2.61169935333567e-103,"CAPN2"
4.80245828908815e-206,0.44140066731813,0.612,0.502,1.01696856729731e-201,"ANXA1"
1.02856023193192e-119,0.441363333687324,0.453,0.38,2.17807914713903e-115,"SAMHD1"
0,0.441353885416377,0.858,0.786,0,"SRP14"
1.68932840489058e-123,0.441294732059987,0.459,0.394,3.5773218301963e-119,"FIS1"
7.41829234337903e-197,0.437628382152221,0.364,0.251,1.57089758663394e-192,"IFITM3"
7.07534619268973e-60,0.436557420777537,0.261,0.213,1.49827530976398e-55,"PHF11"
3.18019581480706e-73,0.435990162467376,0.358,0.308,6.73438265743543e-69,"MEAF6"
4.01535502723161e-59,0.435820524498904,0.28,0.233,8.50291580566567e-55,"COX16"
1.16843163745217e-77,0.434097546199621,0.321,0.265,2.47427083546872e-73,"FAAP20"
5.62896459144984e-91,0.433838275544294,0.374,0.314,1.19198954188542e-86,"NDUFA2"
1.95122883862542e-112,0.430101166857982,0.393,0.319,4.13192218867318e-108,"C10orf54"
1.00672745505081e-168,0.429412958246652,0.595,0.527,2.1318460588156e-164,"ANAPC16"
4.0199965691207e-59,0.428884938710631,0.286,0.237,8.51274473477e-55,"RBCK1"
2.08439573142919e-89,0.428860254377102,0.308,0.245,4.41391640087445e-85,"DBNL"
4.13469071028903e-203,0.428717120465491,0.55,0.458,8.75562104810805e-199,"C14orf2"
2.0545451003367e-54,0.428596587267552,0.252,0.207,4.350704704473e-50,"FGFR1OP2"
2.07570309881907e-65,0.428496105946969,0.288,0.238,4.39550888205926e-61,"NAA10"
2.62781593147737e-64,0.427998517060662,0.277,0.226,5.56466301649648e-60,"CLTB"
5.47825859891972e-112,0.427007326632968,0.291,0.214,1.16007604090724e-107,"STXBP2"
2.63854988309888e-56,0.425893068129692,0.27,0.223,5.58739323245019e-52,"NDUFB6"
1.51427539990367e-55,0.425824757950971,0.261,0.215,3.20662958683602e-51,"SS18L2"
4.80945858145015e-96,0.42475778468033,0.362,0.298,1.01845094920788e-91,"FNBP1"
2.01572232694261e-149,0.424745922091607,0.537,0.466,4.26849359953367e-145,"SEC61G"
1.92639373657875e-84,0.42335395962063,0.254,0.191,4.07933137657916e-80,"NCF1"
1.50491143758265e-77,0.423164574098422,0.348,0.293,3.18680046022503e-73,"NME3"
1.49599977110609e-51,0.423145278315394,0.253,0.21,3.16792911529425e-47,"RANBP1"
4.76897643065637e-101,0.423079935703515,0.389,0.327,1.00987844895579e-96,"TMEM219"
5.31772166460856e-41,0.422874283119572,0.261,0.224,1.12608073969751e-36,"DENND2D"
3.87252945731604e-66,0.422328424309837,0.299,0.241,8.20046837881244e-62,"LYAR"
3.65152231232492e-149,0.422286213901844,0.52,0.446,7.73246364857925e-145,"SNX3"
4.80894858234445e-100,0.421897441339024,0.397,0.333,1.01834295179726e-95,"OTUB1"
6.96288330581959e-287,0.421608221804596,0.796,0.733,1.47446016884036e-282,"LSP1"
1.50546742331717e-132,0.420865625922704,0.48,0.412,3.18797781561645e-128,"ERH"
8.22636069789827e-40,0.418914188240256,0.384,0.355,1.74201414138694e-35,"TKT"
5.71125536254321e-143,0.41842231600389,0.514,0.439,1.20941543557215e-138,"ARF6"
4.26688573481507e-243,0.417979820935577,0.587,0.5,9.03555723204439e-239,"GPX4"
2.49420580546765e-55,0.41636301107268,0.324,0.282,5.2817302136583e-51,"TMEM14B"
1.09750131913169e-316,0.414356080189903,0.801,0.727,2.32406879339327e-312,"YWHAB"
7.66429632573285e-83,0.413382454940879,0.314,0.254,1.62299138993719e-78,"KIF2A"
2.08324381340722e-128,0.413332673151202,0.477,0.404,4.41147709927112e-124,"SF3B2"
6.61645094520645e-97,0.413293275326715,0.363,0.288,1.40109965215692e-92,"GNLY"
9.29702670338369e-88,0.413144393377284,0.416,0.361,1.96873837470853e-83,"TCEA1"
2.11972234735412e-147,0.412996105132414,0.469,0.388,4.48872404275708e-143,"UBE2I"
1.46392321472003e-174,0.412936815346094,0.486,0.394,3.10000379949114e-170,"TMEM50A"
9.7158720887729e-79,0.408398805770594,0.339,0.283,2.05743307351855e-74,"NDUFS7"
2.40424634930095e-64,0.407649812165884,0.355,0.308,5.0912320692797e-60,"TMED10"
3.77004337125943e-251,0.407118487038638,0.571,0.456,7.98344384297897e-247,"GNG5"
8.3900253220237e-138,0.407036591835695,0.536,0.469,1.77667176219174e-133,"ARL4C"
9.04343262151806e-60,0.406733373244073,0.337,0.291,1.91503729193266e-55,"SNRPD1"
2.73157232255157e-101,0.406717488957462,0.404,0.338,5.7843775502352e-97,"PET100"
4.27279743369805e-115,0.405225145647918,0.52,0.462,9.048075845599e-111,"GTF3A"
5.63693617053239e-62,0.405192498972601,0.331,0.283,1.19367760347194e-57,"PSMD7"
2.34663289483631e-45,0.404787166447282,0.312,0.277,4.96922981810538e-41,"ATP6AP2"
1.56819295485775e-187,0.404167141079267,0.629,0.558,3.32080540120678e-183,"GUK1"
2.06729489283278e-304,0.403968544901314,0.803,0.73,4.3777036650627e-300,"MYL12B"
6.41979107393851e-134,0.403503058851325,0.366,0.281,1.35945495781722e-129,"TLN1"
7.54236741276496e-74,0.403030065313603,0.343,0.291,1.59717172332711e-69,"MAGOH"
0,0.402487278815293,0.965,0.95,0,"HLA.A"
5.96126835974521e-46,0.401920134928973,0.286,0.246,1.26235818785964e-41,"EMC4"
3.00611530019546e-63,0.399909933263261,0.313,0.263,6.36574975969391e-59,"POLR2J"
2.38453539781134e-85,0.399636231123945,0.453,0.404,5.0494921584053e-81,"SEPT1"
4.71408100803574e-82,0.399091011542642,0.279,0.221,9.98253794261649e-78,"NUTF2"
3.63953462657401e-74,0.397790203709454,0.3,0.243,7.70707852523313e-70,"OSBPL8"
1.39204898419194e-117,0.397286263662687,0.348,0.264,2.94780292892486e-113,"ITGB1"
5.19253952695009e-164,0.394227787491849,0.62,0.558,1.09957217022695e-159,"ARL6IP4"
3.3354350526218e-51,0.393190308962496,0.296,0.251,7.06311726743193e-47,"CDK2AP2"
4.98290395401401e-207,0.391611881293305,0.676,0.604,1.05517974130201e-202,"COX7A2"
7.90149701163345e-39,0.390168213316159,0.272,0.238,1.6732210071835e-34,"MDH1"
4.22310011215659e-301,0.390037063199526,0.851,0.801,8.94283679750279e-297,"PTPRC"
4.88921095594276e-216,0.389459109381075,0.475,0.374,1.03533931203044e-211,"FKBP1A"
4.25569289509045e-281,0.389368728317533,0.783,0.712,9.01185527464354e-277,"GMFG"
8.83658292223732e-34,0.388855553837423,0.512,0.531,1.87123479961298e-29,"CD3D"
5.84302832311166e-302,0.386122078483826,0.81,0.744,1.23731967770213e-297,"CHCHD2"
7.54950716751261e-69,0.38512253276019,0.368,0.318,1.59868363779247e-64,"SNRPD3"
1.24966578633072e-118,0.384965061845156,0.351,0.27,2.64629226913394e-114,"IL10RA"
4.42158846857123e-68,0.384652079379357,0.329,0.277,9.36315574104643e-64,"NDUFA11"
1.23974207668882e-53,0.383186147750955,0.312,0.267,2.62527782159623e-49,"FLI1"
1.71721073840997e-250,0.382819612396135,0.752,0.682,3.63636545965695e-246,"COX6C"
4.17085809823253e-60,0.38086037650932,0.355,0.309,8.83220910881721e-56,"DGUOK"
2.84382801262854e-70,0.379811064871033,0.375,0.324,6.02209019954219e-66,"ROMO1"
1.20847000518468e-58,0.379431707310032,0.297,0.248,2.55905608297908e-54,"TES"
1.23957913903581e-167,0.37940230869395,0.629,0.561,2.62493278482223e-163,"CDC42"
5.47875468183862e-165,0.379091065801441,0.681,0.624,1.16018109142615e-160,"GSTK1"
5.5570413093164e-66,0.378871487959721,0.363,0.315,1.17675906766084e-61,"APH1A"
2.44233599648824e-76,0.378256465853731,0.43,0.381,5.17189070616351e-72,"COX7A2L"
6.58530217751716e-163,0.376889757981269,0.619,0.551,1.39450358911103e-158,"NDUFB11"
3.60696129613263e-187,0.375690816342959,0.769,0.714,7.63810124069045e-183,"KLF2"
5.16312265361133e-87,0.37566205934074,0.392,0.332,1.09334285312874e-82,"NDUFA13"
1.15026081845619e-63,0.373644759388482,0.419,0.378,2.43579230916282e-59,"GDI2"
1.35392477879741e-71,0.372397036545699,0.418,0.373,2.86707111158139e-67,"GHITM"
4.8607377846791e-110,0.371707944506986,0.458,0.392,1.02930983328365e-105,"COPE"
7.59632173055557e-47,0.367433043900258,0.32,0.28,1.60859708966245e-42,"FDFT1"
2.01690947978381e-89,0.367281353229623,0.489,0.432,4.2710075143902e-85,"PRMT2"
2.9662243908677e-87,0.366928681148529,0.37,0.308,6.28127677010145e-83,"NDUFA6"
1.81788899543783e-44,0.364661715698869,0.255,0.212,3.84956173673916e-40,"ARID5B"
4.85019138204496e-258,0.362419888506492,0.833,0.78,1.02707652706184e-253,"RAC2"
2.66544774322633e-38,0.362257471502178,0.278,0.242,5.64435214105607e-34,"MRPL52"
9.74529607331496e-89,0.362092770646435,0.488,0.438,2.06366389648518e-84,"RBM8A"
4.25634220635195e-81,0.361944589417053,0.303,0.238,9.01323025617089e-77,"ANXA5"
1.63944413749474e-114,0.361568332456971,0.364,0.273,3.47168690555885e-110,"KLRB1"
1.21697504199477e-40,0.357906998673951,0.267,0.229,2.57706634892812e-36,"ARL5A"
1.46978473712e-178,0.356143383865684,0.671,0.604,3.11241615932532e-174,"CAPZB"
4.32082676718471e-24,0.356008813286479,0.253,0.228,9.14978276219034e-20,"ADH5"
4.86109978641696e-98,0.355989361211992,0.534,0.482,1.02938649077166e-93,"EIF5A"
6.74960476082749e-66,0.355053268648979,0.349,0.298,1.42929630415283e-61,"PPP2R1A"
8.26611987511207e-80,0.355048842217366,0.578,0.533,1.75043354475373e-75,"CALR"
1.51180544795838e-63,0.354848542753636,0.381,0.334,3.20139921659666e-59,"RAD23A"
1.812056633703e-95,0.353910619425937,0.473,0.416,3.83721112752946e-91,"NDUFA12"
4.78805635932788e-73,0.352808121663557,0.461,0.415,1.01391881465127e-68,"UFC1"
1.12238504479851e-36,0.351075989979193,0.285,0.251,2.37676257086532e-32,"DNAJC15"
1.01840025218931e-95,0.349970568754049,0.524,0.472,2.15656437403608e-91,"CIB1"
2.42256124109752e-41,0.349386467640172,0.303,0.266,5.1300156841481e-37,"RBBP4"
1.82248574288562e-75,0.348917713752154,0.427,0.374,3.85929580913458e-71,"H2AFV"
2.85825714191558e-55,0.348500510963615,0.39,0.347,6.05264532372043e-51,"DEK"
1.00400241251258e-30,0.348144957598347,0.269,0.239,2.12607550873663e-26,"SNRPE"
1.10677084575807e-132,0.342894947681322,0.664,0.615,2.34369794297729e-128,"HIGD2A"
1.14442305468718e-87,0.342061894748692,0.481,0.429,2.42343026060556e-83,"ATP5H"
6.5216725680381e-68,0.341923564631579,0.397,0.348,1.38102938300775e-63,"SSBP1"
4.71118750032482e-73,0.34188481002598,0.426,0.371,9.97641065068785e-69,"XBP1"
9.36121562922998e-120,0.340387474254185,0.554,0.496,1.98233102164574e-115,"TMEM258"
3.81123761439265e-57,0.340339584257138,0.371,0.324,8.07067677223789e-53,"EVI2B"
1.37474242489022e-107,0.340319752507153,0.834,0.807,2.91115455894753e-103,"VIM"
5.29453855322109e-36,0.33921716391074,0.302,0.269,1.1211714840301e-31,"MRPS24"
2.8675157638117e-65,0.338562243203294,0.525,0.489,6.07225138144766e-61,"C9orf142"
1.17054762548299e-138,0.335927013813414,0.63,0.586,2.47875165172278e-134,"RAP1B"
1.85436146369968e-33,0.335665193275368,0.302,0.271,3.92679583553045e-29,"METTL9"
4.79386286579024e-37,0.334662039691777,0.333,0.3,1.01514840045974e-32,"NOL7"
3.59716427099632e-197,0.334366569887087,0.745,0.686,7.6173550602618e-193,"GPSM3"
2.74294389513129e-44,0.333132212902411,0.296,0.256,5.80845799233002e-40,"RHOF"
6.56750086312091e-29,0.332650442671716,0.252,0.223,1.39073398277448e-24,"PPP6C"
1.71836096974867e-39,0.332524828229532,0.324,0.289,3.63880118953979e-35,"CCT7"
1.91290090715904e-185,0.331451244015482,0.702,0.638,4.05075896099997e-181,"NDUFA4"
1.09757043200095e-98,0.330873302646833,0.57,0.512,2.32421514680522e-94,"CD53"
4.00470814324311e-59,0.329295524977242,0.389,0.344,8.48036996413161e-55,"RAB5C"
2.06406991349586e-255,0.327656355321621,0.75,0.671,4.37087444881883e-251,"COX6B1"
3.85226876517823e-56,0.325935664612893,0.404,0.363,8.15756433714141e-52,"TBC1D10C"
4.66596128310769e-37,0.32552279957459,0.263,0.223,9.88063961310885e-33,"MATK"
7.23435140316175e-35,0.324773929876628,0.312,0.28,1.53194625313353e-30,"SYTL1"
2.17502543097741e-37,0.323628935063966,0.335,0.303,4.60583385263777e-33,"PPP1CC"
9.63917876689638e-29,0.323485999067027,0.538,0.535,2.04119249567798e-24,"CD247"
4.5351893976914e-42,0.32333396311524,0.345,0.306,9.60371706855131e-38,"SH3KBP1"
8.53661208720333e-49,0.322520043594216,0.408,0.373,1.80771297558618e-44,"PHB2"
3.57555787180476e-45,0.322241160097566,0.333,0.294,7.57160134933375e-41,"LSM14A"
2.3039940199501e-46,0.318965046648691,0.301,0.259,4.87893773664633e-42,"CCDC12"
1.60396004440824e-25,0.31837037043356,0.284,0.258,3.39654579003888e-21,"PSMF1"
1.84910908148877e-68,0.317622340417912,0.476,0.432,3.91567339096061e-64,"ATP5A1"
1.43281761533589e-204,0.317298789107322,0.823,0.779,3.03413458223529e-200,"SLC25A6"
8.76680722846033e-43,0.316366478037328,0.382,0.347,1.85645909869876e-38,"TOMM22"
1.97534587513952e-166,0.31621881596372,0.709,0.649,4.18299242519545e-162,"SSR4"
5.43359924704622e-51,0.315209856826001,0.382,0.341,1.15061897655451e-46,"TUFM"
5.16950491964422e-38,0.31399972806582,0.277,0.24,1.09469436178386e-33,"ARIH2"
4.94177793923396e-76,0.313899453792045,0.551,0.503,1.04647089641218e-71,"TRBC2"
1.53657995790527e-44,0.31344190680504,0.418,0.389,3.25386171886019e-40,"SEP15"
3.1034737923934e-72,0.31335058278527,0.497,0.456,6.57191610277227e-68,"VPS28"
2.47025504147144e-38,0.311831133377063,0.355,0.32,5.23101207581992e-34,"PLP2"
0,0.311280892456367,0.429,0.228,0,"S100A8"
7.7694197835412e-82,0.311195816119469,0.338,0.277,1.64525233336268e-77,"MTPN"
2.30250262265864e-81,0.310739744590696,0.526,0.474,4.87577955374194e-77,"HSP90B1"
5.12726837019636e-183,0.310495560284093,0.534,0.447,1.08575035007278e-178,"PKM"
4.59253542528997e-90,0.307832338924513,0.55,0.501,9.72515301659403e-86,"ATPIF1"
1.01939887219498e-20,0.307495503753058,0.256,0.232,2.15867905176009e-16,"POLE4"
7.71056498607585e-26,0.306691698092181,0.352,0.331,1.63278924145142e-21,"LIME1"
1.44037099309786e-70,0.305573207760818,0.42,0.367,3.05012961498402e-66,"POMP"
3.62080898955058e-124,0.3054254516807,0.643,0.588,7.66742511627231e-120,"ATP5D"
7.76738512174016e-37,0.304758004618962,0.347,0.317,1.6448214733797e-32,"BIN1"
5.65067114003884e-54,0.304671268969058,0.456,0.418,1.19658612061462e-49,"YWHAQ"
5.11127661042793e-48,0.303887853442861,0.341,0.298,1.08236393502422e-43,"RNF126"
8.51912279736455e-34,0.303277153856585,0.279,0.245,1.80400944356992e-29,"HAX1"
4.52457667752077e-57,0.302124697920751,0.339,0.289,9.58124357231799e-53,"ACAP2"
4.54359550192051e-53,0.300107856376857,0.38,0.335,9.62151783486688e-49,"MPHOSPH8"
2.58703765472527e-37,0.298793697494151,0.316,0.281,5.47831093764623e-33,"MAF1"
2.31626380261821e-200,0.29815568814332,0.901,0.863,4.90492022842431e-196,"CALM1"
